  1.964E+07 , 3.559E-02 
  1.733E+07 , 8.189E-01
  1.419E+07 , 4.900E+00
  1.221E+07 , 4.023E+01
  1.000E+07 , 1.177E+02
  8.607E+06 , 3.125E+02
  7.408E+06 , 1.044E+03
  6.065E+06 , 2.260E+03
  4.966E+06 , 6.560E+03
  3.679E+06 , 6.492E+03
  3.012E+06 , 3.738E+03
  2.725E+06 , 3.970E+03
  2.466E+06 , 1.705E+03
  2.365E+06 , 3.430E+02
  2.346E+06 , 2.077E+03
  2.231E+06 , 6.316E+03
  1.921E+06 , 6.295E+03
  1.653E+06 , 8.041E+03
  1.353E+06 , 1.080E+04
  1.003E+06 , 6.091E+03
  8.209E+05 , 2.714E+03
  7.427E+05 , 4.757E+03
  6.081E+05 , 3.927E+03
  4.979E+05 , 4.524E+03
  3.688E+05 , 2.414E+03
  2.972E+05 , 3.477E+03
  1.832E+05 , 1.836E+03
  1.111E+05 , 8.918E+02
  6.738E+04 , 4.241E+02
  4.087E+04 , 1.187E+02
  3.183E+04 , 6.586E+01
  2.606E+04 , 2.012E+01
  2.418E+04 , 2.289E+01
  2.188E+04 , 6.024E+01
  1.503E+04 , 5.149E+01
  7.102E+03 , 1.559E+01
  3.355E+03 , 4.582E+00
  1.585E+03 , 1.468E+00
  4.540E+02 , 1.308E-01
  2.145E+02 , 3.586E-02
  1.013E+02 , 6.736E-03
  3.727E+01 , 1.346E-03
  1.068E+01 , 3.168E-04
  5.044E+00 , 2.006E-04
  3.928E+00 , 1.289E-04
  3.059E+00 , 7.272E-05
  2.382E+00 , 3.889E-05
  1.855E+00 , 1.719E-05
  1.445E+00 , 2.595E-06
  1.300E+00 , 7.283E-07
  1.125E+00 , 1.918E-08
  1.080E+00 , 4.868E-09
  1.040E+00 , 1.047E-08
  1.000E+00 , 2.489E-07
  8.764E-01 , 3.981E-07
  8.000E-01 , 6.267E-07
  6.826E-01 , 2.428E-07
  6.251E-01 , 2.536E-07
  5.316E-01 , 5.628E-08
  5.000E-01 , 7.791E-08
  4.140E-01 , 1.612E-08
  3.668E-01 , 5.648E-09
  3.250E-01 , 3.373E-09
  2.750E-01 , 4.703E-09
  2.250E-01 , 6.805E-09
  1.840E-01 , 7.651E-09
  1.500E-01 , 5.127E-09
  1.250E-01 , 5.139E-09
  1.000E-01 , 5.485E-09
  7.000E-02 , 2.901E-09
  5.000E-02 , 1.155E-09
  4.000E-02 , 9.262E-10
  3.000E-02 , 6.234E-10
  2.100E-02 , 3.198E-10
  1.450E-02 , 1.548E-10
  1.000E-02 , 1.060E-10
  5.000E-03 , 2.992E-11
  2.000E-03 , 5.368E-12
  5.000E-04 , 3.589E-13
  1.000E-05 , 0.000E+00
