 28	20
  0           0
 40      216209
 48       47304
 56       49360
 64       53275
 68       29204
 72       31616
 76       34254
 80       37113
 84       39988
 88       37369
 94       23736
100       10241
106        6257
112        4745
116       100 
120        4542
124        4415
132        7830
139        7223
147        6819
155        6414
162        6722
170        6663
177        7308
185        8722
192        9956
200        7200

